RepRapFirmware height map file v2 generated at 2022-07-07 18:42, min error -0.504, max error 5.615, mean 3.085, deviation 1.568
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,2340.00,15.00,1744.00,-1.00,193.00,193.00,13,9
  0.109, -0.016, -0.078, -0.096, -0.196, -0.328, -0.484, -0.434, -0.504, -0.361, -0.389, -0.434, -0.229
  3.149,  2.568,  2.586,  2.606,  2.477,  2.163,  1.841,  1.674,  1.634,  1.714,  1.576,  1.797,  2.302
  4.577,  3.903,  3.837,  3.738,  3.634,  3.234,  3.055,  2.785,  2.564,  2.407,  2.511,  2.816,  3.453
  5.106,  4.547,  4.471,  4.421,  4.468,  4.235,  3.850,  3.528,  2.985,  2.773,  2.794,  2.936,  3.941
  5.524,  5.002,  5.134,  5.134,  5.202,  4.784,  4.358,  3.843,  3.162,  2.945,  3.004,  3.505,  4.383
  5.615,  5.003,  5.050,  5.098,  4.906,  4.663,  4.413,  3.922,  3.464,  3.091,  3.239,  3.775,  4.800
  5.529,  4.904,  4.818,  4.763,  4.717,  4.515,  4.126,  3.731,  3.328,  3.075,  3.243,  3.795,  5.189
  4.675,  3.883,  3.616,  3.549,  3.542,  3.606,  3.407,  3.011,  2.817,  2.754,  2.909,  3.518,  4.915
  2.914,  2.310,  2.088,  2.006,  1.914,  2.073,  1.839,  1.683,  1.874,  1.947,  2.114,  2.434,  3.562
